Voyager2.UTCGregorian      Voyager2.SunMJ2000Eq.X    Voyager2.SunMJ2000Eq.Y    Voyager2.SunMJ2000Eq.Z    Voyager2.SunMJ2000Eq.VX   Voyager2.SunMJ2000Eq.VY   Voyager2.SunMJ2000Eq.VZ   
19 Apr 1992 15:31:34.000   1280686021.661672         -4512954520.490442        -2959505020.048475        4.537287727852606         -4.859782814800255        -14.98499256630842        
20 Apr 1992 15:31:34.000   1281078040.210043         -4513374392.687952        -2960799714.82334         4.537215706132049         -4.859481046495532        -14.98479389851499        
21 Apr 1992 15:31:34.000   1281470052.535397         -4513794238.820241        -2962094392.435064        4.537143676804652         -4.85917945342652         -14.98459527168567        
22 Apr 1992 15:31:34.000   1281862058.637131         -4514214058.902483        -2963389052.887215        4.537071641085229         -4.858878036166711        -14.98439668624937        
23 Apr 1992 15:31:34.000   1282254058.514743         -4514633852.949883        -2964683696.183378        4.536999600140037         -4.858576795252713        -14.98419814261607        
24 Apr 1992 15:31:34.000   1282646052.167828         -4515053620.977703        -2965978322.327183        4.536927555085581         -4.858275731265632        -14.9839996412053         
25 Apr 1992 15:31:34.000   1283038039.596081         -4515473363.001255        -2967272931.322299        4.536855506995325         -4.857974844738195        -14.98380118241598        
26 Apr 1992 15:31:34.000   1283430020.799282         -4515893079.035896        -2968567523.172424        4.536783456887882         -4.857674136217671        -14.98360276664817        
27 Apr 1992 15:31:34.000   1283821995.777301         -4516312769.097028        -2969862097.881292        4.536711405753101         -4.857373606213148        -14.98340439428634        
28 Apr 1992 15:31:34.000   1284213964.530089         -4516732433.200096        -2971156655.452673        4.536639354515923         -4.857073255247389        -14.98320606571728        
29 Apr 1992 15:31:34.000   1284605927.057675         -4517152071.360589        -2972451195.890363        4.536567304050493         -4.85677308384863         -14.9830077813296         
30 Apr 1992 15:31:34.000   1284997883.360162         -4517571683.594051        -2973745719.198199        4.536495255180737         -4.856473092573303        -14.98280954152357        
01 May 1992 15:31:34.000   1285389833.437723         -4517991269.916067        -2975040225.380053        4.536423208671215         -4.856173282035124        -14.98261134672361        
02 May 1992 15:31:34.000   1285781777.290589         -4518410830.342282        -2976334714.439826        4.536351165223417         -4.855873652922238        -14.98241319738775        
03 May 1992 15:31:34.000   1286173714.919056         -4518830364.888407        -2977629186.381476        4.53627912548683          -4.855574205998829        -14.98221509401175        
04 May 1992 15:31:34.000   1286565646.323471         -4519249873.570215        -2978923641.208992        4.536207090066069         -4.855274942105726        -14.98201703713369        
05 May 1992 15:31:34.000   1286957571.504229         -4519669356.403561        -2980218078.926414        4.536135059532242         -4.854975862166643        -14.98181902734041        
06 May 1992 15:31:34.000   1287349490.461779         -4520088813.40438         -2981512499.537844        4.536063034438772         -4.854676967208309        -14.98162106527946        
07 May 1992 15:31:34.000   1287741403.196615         -4520508244.588707        -2982806903.047434        4.53599101534336          -4.854378258409191        -14.98142315168192        
08 May 1992 15:31:34.000   1288133309.709278         -4520927649.972682        -2984101289.459404        4.535919002819508         -4.854079737175294        -14.98122528739422        
